country,year,song_title,artist,rank
China,2018,模特,Ronghao Li,1
China,2018,刚好遇见你,Li Yugang,2
China,2018,我們不一樣,Da Zhuang,3
China,2018,演員,Joker Xue,4
China,2018,帥到分手,NICKTHEREAL,5
China,2018,火星人來過 - 火星情報局2主題曲,Joker Xue,6
China,2018,如果 What if I said,Lu Han,7
China,2018,很堅強,Gin Lee,8
China,2018,如果沒有他你還愛我嗎 (Would You Love Me),六哲,9
China,2018,被傷過的心還可以愛誰 (From the Bottom of My Broken Heart),六哲,10
China,2018,錯措錯 (Wrong),"六哲, 陳娟兒",11
China,2018,多情的人總被無情的傷 (Brokenhearted),六哲,12
China,2018,許多年以後,RubberBand,13
China,2018,你瞞我瞞,Jason Chan,14
China,2018,再見只是陌生人,Ada Zhuang,15
China,2018,"欲言又止 - 劇集 ""溏心風暴3"" 片尾曲","HANA, Vincent Wong",16
China,2018,那些你很冒險的夢,JJ Lin,17
China,2018,背對背擁抱,JJ Lin,18
China,2016,有没有 - Live,Nathan Hartono,1
China,2016,无处安放 - Live,白若溪,2
China,2016,心有独钟 - Live,李佩玲,3
China,2016,天空之城 - Live,蒋敦豪,4
China,2016,十万毫升泪水 - Live,杨搏,5
China,2016,就是现在 - Live,刘雪婧,6
China,2016,找自己 - Live,吉克皓,7
China,2016,小幸运 - Live,白静晨,8
China,2016,寂寞有多长 - Live,苏立生,9
China,2016,我是不是该安静的走开 - Live,曾敏杰,10
China,2016,梦回唐朝 - Live,刘文天,11
China,2016,停格 - Live,郑迦文,12
China,2016,Bang Bang - Live,程思佳,13
China,2016,追梦赤子心 - Live,徐歌陽,14
China,2016,一起来 - Live,贾立贤,15
China,2016,恋曲1980 - Live,朴翔,16
China,2016,Kiss - Live,赵小熙,17
China,2016,过不去 - Live,王闯,18
China,2016,Diamonds - Live,杨美娜,19
China,2016,夏洛特烦恼 - Live,陈晨,20
China,2016,小雪 - Live,杨山,21
China,2016,在那遥远的地方 - Live,阿克江 阿依丁,22
China,2016,恼人的秋风 / Wake up call - Live,付豪,23
China,2016,大惊小怪 / Back in black - Live,吕俊哲,24
China,2016,冬季到台北来看雨 - Live,岳靖淇,25
China,2020,Bluebirds,Tanya Chua,1
China,2020,樂園Wonder,CoCo Lee,2
China,2020,DANCE TO THE MOONLIGHT,"TIA RAY, Nigel Tay",3
China,2020,房客,WeiBird,4
China,2020,午夜巴黎,A-Lin,5
China,2020,玫瑰花香,Julia Peng,6
China,2020,不介意,The Crane,7
China,2020,阿果,Tan Weiwei,8
China,2020,焚風,詹雯婷,9
China,2020,獨上C樓,"YELLOW黃宣, Mavis Fan",10
China,2020,什麼將把你帶走,Wanfang,11
China,2020,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,12
China,2020,都會愛情三角習題,HUSH,13
China,2020,沒有第三者的分手,LaLa Hsu,14
China,2020,無人知曉,Hebe Tien,15
China,2020,衣櫃歌手,HUSH,16
China,2020,"如果可以 - 電影""月老""主題曲",WeiBird,17
China,2020,333,"Karencici, Vinida Weng",18
China,2020,PRAISE,瘦子E.SO,19
China,2020,The Dragon Song (feat. ØZI),"The Crane, ØZI",20
China,2020,哥倫布的蛋,"吳青峰, Robin Guthrie",21
China,2020,B级鲨鱼,Jude Chiu,22
China,2020,问题,许钧,23
China,2020,阿峰今天沒有來,Wanfang,24
China,2020,Life Is Like a Firework,Yisa Yu,25
China,2022,忘記擁抱 - 電影 「234說愛你」 主題曲,A-Lin,1
China,2022,喜歡你,LaLa Hsu,2
China,2022,飞鸟和蝉,Ren Ran,3
China,2022,因為你 所以我,Mayday,4
China,2022,笑著回家,Namewee,5
China,2022,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,6
China,2022,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),告五人,7
China,2022,少年,梦然,8
China,2022,勇气,棉子,9
China,2022,不仅仅是喜欢,"萧全, 孙语赛",10
China,2022,演員,Joker Xue,11
China,2022,我們不一樣,Da Zhuang,12
China,2022,你一定要幸福,开开,13
China,2022,撕夜,A-do,14
China,2022,挪威的森林,Wu Bai,15
China,2022,鲸鱼,是阿冗,16
China,2022,春天裡,Wang Feng,17
China,2022,"無名之輩 (電視劇《親愛的, 熱愛的》主題曲)",陳雪燃,18
China,2022,浪子回頭,EggPlantEgg,19
China,2022,真的傻 (電影《一吻定情》追愛版主題曲),LaLa Hsu,20
China,2022,是夢吧(網劇<我們單純的小美好>片尾曲),胡一天,21
China,2022,想都不用想 - 電視劇「流星花園」插曲,王鹤棣,22
China,2022,一路上有你,Jacky Cheung,23
China,2022,Made To Love,Xiao Zhan,24
China,2022,余年,Xiao Zhan,25
India,2011,Colours,GROUPLOVE,1
India,2011,Sail,AWOLNATION,2
India,2011,Holocene,Bon Iver,3
India,2011,Lonely Boy,The Black Keys,4
India,2011,Money,The Drums,5
India,2011,Tongue Tied,GROUPLOVE,6
India,2011,Video Games,Lana Del Rey,7
India,2011,Houdini,Foster The People,8
India,2011,Midnight City,M83,9
India,2011,Gold on the Ceiling,The Black Keys,10
India,2011,Cough Syrup,Young the Giant,11
India,2011,Safe And Sound,Capital Cities,12
India,2011,Never Let Me Go,Florence + The Machine,13
India,2011,Under Cover of Darkness,The Strokes,14
India,2011,Little Black Submarines,The Black Keys,15
India,2011,The Bay,Metronomy,16
India,2011,Wait,M83,17
India,2011,Stuck on the puzzle,Alex Turner,18
India,2011,Helena Beat,Foster The People,19
India,2011,Junk Of The Heart (Happy),The Kooks,20
India,2011,Shake It Out,Florence + The Machine,21
India,2011,Machu Picchu,The Strokes,22
India,2011,If You Wanna,The Vaccines,23
India,2011,I Follow Rivers,Lykke Li,24
India,2011,Suck It and See,Arctic Monkeys,25
China,2023,如意 - 现场,GAI周延,1
China,2023,彩虹 - 现场,謝帝,2
China,2023,十局上半 - 现场,MC HotDog,3
China,2023,鵲 - 现场,早安,4
China,2023,Ghost Face（鬼臉） - 现场,法老,5
China,2023,二踢腳 - 现场,JarStick,6
China,2023,臨時抱佛腳 - 现场,威爾Will.T,7
China,2023,威武 - 现场,楊和蘇KeyNG,8
China,2023,第一回合 - 现场,艾熱AIR,9
China,2023,崑崙 - 现场,功夫胖,10
China,2023,去到你宇宙 - 现场,AnsrJ,11
China,2023,以一當十 - 现场,李爾新,12
China,2023,戰鬥 - 现场,於意YEE,13
China,2023,不一樣的帥 - 现场,PSY.P,14
China,2023,霹靂遊俠 - 现场,盛宇D-SHINE,15
China,2023,My Car Goes(我的車燃燒) - 现场,艾福傑尼,16
China,2023,過山車 - 现场,MC Jin,17
China,2023,LONELY GOD(孤星) - 现场,满舒克,18
China,2023,Don't Worry About Me(別擔心我) - 现场,瘦子E.SO,19
China,2023,叫姐姐 - 现场,謝可寅Shaking Chloe,20
China,2023,梅花樁+唐人街 - 现场,BrAnTB白景屹,21
China,2023,搖滾陷阱明星 (Trappin‘Rockstar) - 现场,邓典果DDG,22
China,2023,我的回合 - 现场,貳萬,23
China,2023,字母歌2023 - 现场,李毅杰Pissy,24
China,2023,With My Gang（與你同在） - 现场,霧都L4WUDU,25
India,2010,Mauja Hi Mauja,"Pritam, Mika Singh",1
India,2010,Tum Se Hi,"Pritam, Mohit Chauhan",2
India,2010,Ye Ishq Hai,"Pritam, Shreya Ghoshal",3
India,2010,Aao Milo Chalo,"Pritam, Shaan, Sultan Khan",4
India,2010,Marjaani,"Pritam, Sukhwinder Singh, Sunidhi Chauhan",5
India,2010,Love Mera Hit Hit,"Pritam, Neeraj Shridhar, Tulsi Kumar",6
India,2010,Khudaya Khair,"Pritam, Soham Chakraborty, Akriti Kakar, Monali Thakur",7
India,2010,Soni De Nakhre,"Wajid, Labh Janjua, Sneha Pant",8
India,2010,Crazy Kiya Re,"Pritam, Sunidhi Chauhan, Sameer Anjaan",9
India,2010,Touch Me,"Pritam, KK, Alisha Chinai, Sameer Anjaan",10
India,2010,Ajab Si,KK,11
India,2010,Dard - E - Disco,"Sukhwinder Singh, Marianne, Nisha, Caralisa Monteiro",12
India,2010,Deewangi Deewangi,"Shaan, Udit Narayan, Shreya Ghoshal, Sunidhi Chauhan, Rahul Saxena",13
India,2010,Main Agar Kahoon,"Sonu Nigam, Shreya Ghoshal",14
India,2010,Main Hoon Na,"Sonu Nigam, Shreya Ghoshal",15
India,2010,Tumhe Jo Maine Dekha,"Abhijeet, Shreya Ghoshal",16
India,2010,Chale Jaise Hawaien,"KK, Vasundhara Das",17
India,2010,Tumse Milke Dil Ka,"Sonu Nigam, Sabri Brothers",18
India,2010,Aaja Nachle,"Salim–Sulaiman, Sunidhi Chauhan, Piyush Mishra",19
India,2010,O Re Piya,"Salim–Sulaiman, Rahat Fateh Ali Khan, Jaideep Sahni",20
India,2010,Nach Baliye,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Sowmya Raoh, Loy Mendonsa, Gulzar",21
India,2010,Kajra Re,"Shankar-Ehsaan-Loy, Alisha Chinai, Shankar Mahadevan, Javed Ali, Gulzar",22
India,2010,Dhoom Machale,"Pritam, Sunidhi Chauhan, Sameer Anjaan",23
India,2010,Ladki Kyon,"Jatin-Lalit, Alka Yagnik, Shaan, Prasoon Joshi",24
India,2010,Hum Tum,"Jatin-Lalit, Alka Yagnik, Babul Supriyo, Prasoon Joshi",25
China,2024,盔甲,王貳浪,1
China,2024,小朋友,Ren Ran,2
China,2024,爱 - I Love You 3000 Chinese Version,Jackson Wang,3
China,2024,想知道你在想什麼 - 《我吃了那男孩一整年的早餐》電影主題曲,Eric Chou,4
China,2024,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,Eric Chou,5
China,2024,那些你很冒險的夢,JJ Lin,6
China,2024,一去不回的时光,Ren Ran,7
China,2024,自医,Ren Ran,8
China,2024,刁钻,Ren Ran,9
China,2024,你夠了,Vicky Chen,10
China,2024,末日將至 (feat. TRASH),"Princess Ai, TRASH",11
China,2024,年少有為,Ronghao Li,12
China,2024,涅槃,"陳哲遠, 李墨之",13
China,2024,能不能,吴映香,14
China,2024,如故(《周生如故》影视剧主题曲),Zhang Bichen,15
China,2024,連鎖,Krystal Chan,16
China,2024,朱雀橋 - 電視劇《原來我很愛你》插曲,李俊毅,17
China,2024,你好不好 - 纯享版,"俞彬, 代少冬, 周兆渊, 赵泽帆, 李鑫一",18
China,2024,在你身邊的我 (青春熱血競技偶像劇《青春拋物線》插曲),Claire Kuo,19
China,2024,生活總該迎著光亮 (電視劇《喬家的兒女》主題曲),Zhou Shen,20
China,2024,千年之戀,雙笙,21
China,2024,"心動 (電視劇《我的時代, 你的時代》片尾曲)",摩登兄弟劉宇寧,22
China,2024,原地(電視劇《完美先生和差不多小姐》插曲),祁聖翰,23
China,2024,被人,Joker Xue,24
China,2024,落砂 (電視劇《長歌行》插曲),Jin Wenqi,25
India,2013,Sweater Weather,The Neighbourhood,1
India,2013,The Wire,HAIM,2
India,2013,The Mother We Share,CHVRCHES,3
India,2013,Why'd You Only Call Me When You're High?,Arctic Monkeys,4
India,2013,Young And Beautiful,Lana Del Rey,5
India,2013,Always Forever,Cults,6
India,2013,Team,Lorde,7
India,2013,Out of My League,Fitz and The Tantrums,8
India,2013,Cigarette Daydreams,Cage The Elephant,9
India,2013,Afraid,The Neighbourhood,10
India,2013,Do I Wanna Know?,Arctic Monkeys,11
India,2013,Bad Girls,M.I.A.,12
India,2013,"Call It Fate, Call It Karma",The Strokes,13
India,2013,Robbers,The 1975,14
India,2013,My Number,Foals,15
India,2013,Alive,Empire Of The Sun,16
India,2013,R U Mine?,Arctic Monkeys,17
India,2013,Youth,Daughter,18
India,2013,Come A Little Closer,Cage The Elephant,19
India,2013,Flawless,The Neighbourhood,20
India,2013,Tennis Court,Lorde,21
India,2013,I Need My Girl,The National,22
India,2013,Chocolate,The 1975,23
India,2013,Snap Out Of It,Arctic Monkeys,24
India,2013,Retrograde,James Blake,25
India,2016,Running With The Wolves,AURORA,1
India,2016,Pink + White,Frank Ocean,2
India,2016,K.,Cigarettes After Sex,3
India,2016,Homage,Mild High Club,4
India,2016,Somebody Else,The 1975,5
India,2016,All the Pretty Girls,KALEO,6
India,2016,Runaway,AURORA,7
India,2016,The Other Side Of Paradise,Glass Animals,8
India,2016,Ivy,Frank Ocean,9
India,2016,Never Be Like You,"Flume, kai",10
India,2016,Pope Is a Rockstar,SALES,11
India,2016,HandClap,Fitz and The Tantrums,12
India,2016,Talk Too Much,COIN,13
India,2016,Youth,Glass Animals,14
India,2016,7,Catfish and the Bottlemen,15
India,2016,Broken Bones,KALEO,16
India,2016,Charlemagne,Blossoms,17
India,2016,Nights,Frank Ocean,18
India,2016,Life Itself,Glass Animals,19
India,2016,"Sweet Dreams, TN",The Last Shadow Puppets,20
India,2016,The Sound,The 1975,21
India,2016,All We Ever Knew,The Head And The Heart,22
India,2016,Familiar,Agnes Obel,23
India,2016,High And Low,Empire Of The Sun,24
India,2016,I Can't Go on Without You,KALEO,25
India,2014,Step,Vampire Weekend,1
India,2014,Rollercoaster,Bleachers,2
India,2014,Left Hand Free,alt-J,3
India,2014,Sweater Weather,The Neighbourhood,4
India,2014,"Archie, Marry Me",Alvvays,5
India,2014,Coffee,Sylvan Esso,6
India,2014,Inside Out,Spoon,7
India,2014,Pumped Up Kicks,Foster The People,8
India,2014,Team,Lorde,9
India,2014,The Less I Know The Better,Tame Impala,10
India,2014,Every Time the Sun Comes Up,Sharon Van Etten,11
India,2014,Cardiac Arrest,Bad Suns,12
India,2014,Electric Love,BØRNS,13
India,2014,Salad Days,Mac DeMarco,14
India,2014,Cough Syrup,Young the Giant,15
India,2014,West Coast,Lana Del Rey,16
India,2014,Time to Pretend,MGMT,17
India,2014,Take Me To Church,Hozier,18
India,2014,Girls,The 1975,19
India,2014,Ultraviolence,Lana Del Rey,20
India,2014,Riptide,Vance Joy,21
India,2014,Tongue Tied,GROUPLOVE,22
India,2014,First Love/Late Spring,Mitski,23
India,2014,Mind Over Matter (Reprise),Young the Giant,24
India,2014,Out of My League,Fitz and The Tantrums,25
India,2015,Let It Happen,Tame Impala,1
India,2015,The Night We Met,Lord Huron,2
India,2015,Brazil,Declan McKenna,3
India,2015,Art Deco,Lana Del Rey,4
India,2015,Electric Love,BØRNS,5
India,2015,Bubble Gum,Clairo,6
India,2015,Space Song,Beach House,7
India,2015,The Less I Know The Better,Tame Impala,8
India,2015,This Is Home,Cavetown,9
India,2015,Trouble,Cage The Elephant,10
India,2015,High By The Beach,Lana Del Rey,11
India,2015,Keep on Loving You,Cigarettes After Sex,12
India,2015,Wish I Knew You,The Revivalists,13
India,2015,"New Person, Same Old Mistakes",Tame Impala,14
India,2015,Past Lives,BØRNS,15
India,2015,Cold Cold Cold,Cage The Elephant,16
India,2015,Affection,Cigarettes After Sex,17
India,2015,Sunset Lover,Petit Biscuit,18
India,2015,Girl (feat. KAYTRANADA),"The Internet, KAYTRANADA",19
India,2015,Seventeen,Sjowgren,20
India,2015,Music To Watch Boys To,Lana Del Rey,21
India,2015,Eventually,Tame Impala,22
India,2015,"10,000 Emerald Pools",BØRNS,23
India,2015,Meet Me In The Woods,Lord Huron,24
India,2015,Ship To Wreck,Florence + The Machine,25
India,2017,2 Hold U,Clairo,1
India,2017,Get With U,Clairo,2
India,2017,Flaming Hot Cheetos,Clairo,3
India,2017,Pretty Girl,Clairo,4
India,2017,4EVER,Clairo,5
India,2017,Hello?,"Clairo, Rejjie Snow",6
India,2017,How - demo,Clairo,7
India,2017,Heaven,Clairo,8
India,2017,Sis,Clairo,9
India,2017,Bubble Gum,Clairo,10
India,2017,Bags,Clairo,11
India,2017,Sofia,Clairo,12
India,2017,Alewife,Clairo,13
India,2017,Softly,Clairo,14
India,2017,Lovefool,No Vacation,15
India,2017,Dræm Girl,No Vacation,16
India,2017,Sad Valentine,No Vacation,17
India,2017,Yam Yam,No Vacation,18
India,2017,Dance with Me,beabadoobee,19
India,2017,If You Want To,beabadoobee,20
India,2017,Eighteen,beabadoobee,21
India,2017,Art Class,beabadoobee,22
India,2017,Soren,beabadoobee,23
India,2017,You Lie All The Time,beabadoobee,24
India,2017,Coffee,beabadoobee,25
India,2018,It's Not Living (If It's Not With You),The 1975,1
India,2018,Shotgun,George Ezra,2
India,2018,Little Dark Age,MGMT,3
India,2018,4EVER,Clairo,4
India,2018,Tieduprightnow,Parcels,5
India,2018,Marlboro Nights,Lonely God,6
India,2018,Saturday Sun,Vance Joy,7
India,2018,Sesame Syrup,Cigarettes After Sex,8
India,2018,Casio,Jungle,9
India,2018,Mariners Apartment Complex,Lana Del Rey,10
India,2018,Hello?,"Clairo, Rejjie Snow",11
India,2018,sex money feelings die,Lykke Li,12
India,2018,Boys Will Be Bugs,Cavetown,13
India,2018,MALAMENTE - Cap.1: Augurio,ROSALÍA,14
India,2018,1950,King Princess,15
India,2018,I'm with You,Vance Joy,16
India,2018,Crush,Cigarettes After Sex,17
India,2018,Venice Bitch,Lana Del Rey,18
India,2018,Love It If We Made It,The 1975,19
India,2018,Paradise,George Ezra,20
India,2018,Just A Stranger (feat. Steve Lacy),"Kali Uchis, Steve Lacy",21
India,2018,Happy Man,Jungle,22
India,2018,Needs,Verzache,23
India,2018,Charcoal Baby,Blood Orange,24
India,2018,These Days,Wallows,25
India,2021,O Yara,Udit Shandilya,1
India,2021,Tere Rang,"Haricharan, Shreya Ghoshal",2
India,2021,Chaka Chak,Shreya Ghoshal,3
India,2021,Rait Zara Si,"Arijit Singh, Shashaa Tirupati",4
India,2021,Tumhein Mohabbat Hai,Arijit Singh,5
India,2021,"Soch Liya (From ""Radhe Shyam"")","Mithoon, Arijit Singh, Manoj Muntashir",7
India,2021,"Aashiqui Aa Gayi(From ""Radhe Shyam"")","Mithoon, Arijit Singh",8
India,2021,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",9
India,2021,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt",10
India,2021,Bijlee Bijlee,Harrdy Sandhu,11
India,2021,Lover,Diljit Dosanjh,12
India,2021,"Kusu Kusu (From ""Satyameva Jayate 2"")","Tanishk Bagchi, Zahrah S Khan, Dev Negi",13
India,2021,Dil Galti Kar Baitha Hai,"Jubin Nautiyal, Meet Bros., Shardul Rathod",14
India,2021,Kabhii Tumhhe,"Javed-Mohsin, Darshan Raval",15
India,2021,"Mere Yaaraa (From ""Sooryavanshi"")","Arijit Singh, Neeti Mohan, Rashmi Virag",16
India,2021,Jug Jug Jeeve,"Sachet Tandon, Parampara Tandon, Sachin-Jigar",17
India,2021,"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")","Rochak Kohli, Jubin Nautiyal, Neeti Mohan",18
India,2021,Vibe,Diljit Dosanjh,19
India,2021,Barsaat Ki Dhun,"Rochak Kohli, Jubin Nautiyal, Rashmi Virag",20
India,2021,Is Qadar,"Tulsi Kumar, Darshan Raval, Sachet-Parampara",21
India,2021,Akhiyan Udeek Diyan,Master Saleem,22
India,2021,Echo (with KSHMR),"Armaan Malik, Eric Nam, KSHMR",23
India,2021,Bol Kaffara Kya Hoga - Dj Chetas,"Neha Kakkar, Farhan Sabri, Dj Chetas, Nusrat Fateh Ali Khan",24
India,2021,Mehbooba ft. DYSTINCT,"F1rstman, DYSTINCT",25
India,2022,Kesariya,"Pritam, Arijit Singh, Amitabh Bhattacharya",1
India,2022,Bhool Bhulaiyaa 2 Title Track,"Pritam, Tanishk Bagchi, Neeraj Shridhar",2
India,2022,Mallipoo,"A.R. Rahman, Madhushree",3
India,2022,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","Anirudh Ravichander, Jonita Gandhi",4
India,2022,"Rasiya (From ""Brahmastra"")","Pritam, Shreya Ghoshal, TUSHAR JOSHI",5
India,2022,DESIRES,"AP Dhillon, Gurinder Gill",6
India,2022,"Manike (From ""Thank God"")","Yohani, Jubin Nautiyal, Tanishk Bagchi, Rashmi Virag, Surya Ragunaathan",7
India,2022,295,Sidhu Moose Wala,8
India,2022,"Srivalli (From ""Pushpa The Rise Part - 01"")","Javed Ali, Devi Sri Prasad",9
India,2022,Insane,"AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr",10
India,2022,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",11
India,2022,"Ghungroo (From ""War"")","Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar",13
India,2022,"Kanja Poovu Kannala (From ""Viruman"")","Yuvan Shankar Raja, Sid Sriram",14
India,2022,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",15
India,2022,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik, Arijit Singh",16
India,2022,"Tip Tip (From ""Sooryavanshi"")","Tanishk Bagchi, Udit Narayan, Alka Yagnik",17
India,2022,"Dil Ko Karaar Aaya (From ""Sukoon"")","Rajat Nagpal, Yasser Desai, Neha Kakkar, Rana Sotal",18
India,2022,Jeena Jeena,Atif Aslam,19
India,2022,Zara Sa,"Pritam, KK",20
India,2022,Ayyayo,"G. V. Prakash, S. P. Balasubrahmanyam, S.P. Charan, Prashanthini",21
India,2022,Jugnu,"Badshah, Nikhita Gandhi",22
India,2022,Mitwa,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",23
India,2022,Ava Enna,"Harris Jayaraj, Karthik, VV Prassanna",24
India,2022,Abhi Mujh Mein Kahin,"Ajay-Atul, Sonu Nigam",25
India,2019,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon, Sachet-Parampara",2
India,2019,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh, B Praak, Jaani",3
India,2019,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,"Darshan Raval, Rochak Kohli, R. D. Burman",4
India,2019,"Duniyaa (From ""Luka Chuppi"")","Akhil, Dhvani Bhanushali, Kunaal Vermaa, Abhijit Vaghani",5
India,2019,Vaaste,"Dhvani Bhanushali, Nikhil D'Souza, Tanishk Bagchi",6
India,2019,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh, Mithoon",7
India,2019,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar, Neha Kakkar, Young Desi, Tanishk Bagchi",8
India,2019,"O Saki Saki (From ""Batla House"")","Neha Kakkar, Tulsi Kumar, B Praak, Tanishk Bagchi, Vishal-Shekhar",9
India,2019,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon, Dhvani Bhanushali, Tanishk Bagchi",10
India,2019,"Slow Motion (From ""Bharat"")","Shreya Ghoshal, Nakash Aziz, Vishal-Shekhar",11
India,2019,"Dil Mein Ho Tum (From ""Cheat India"")","Armaan Malik, Rochak Kohli, Bappi Lahiri",12
India,2019,"Photo (From ""Luka Chuppi"")","Karan Sehmbi, Tanishk Bagchi, Goldboy",13
India,2019,Machayenge,"Whoshafee, Emiway Bantai",14
India,2019,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu, Neha Kakkar, Mellow D, Tanishk Bagchi",15
India,2019,"Tum Hi Ho-Rehnuma (From ""T-Series Mixtape Season 2"")","Shreya Ghoshal, Armaan Malik, Abhijit Vaghani",16
India,2019,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh, Tanishk Bagchi",17
India,2019,Tera Ban Jaunga,"Akhil Sachdeva, Tulsi Kumar",18
India,2019,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen, Vishal Dadlani",19
India,2019,Laila,Dhvani Bhanushali,20
India,2019,Ghar More Pardesiya,Shreya Ghoshal,21
India,2019,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon, Parampara Tandon, Sachet-Parampara",22
India,2019,"Ik Vaari Aa-Nadaan Parindey-Tum Ho Toh (From ""T-Series Mixtape Season 2"")","Shirley Setia, Jubin Nautiyal, Abhijit Vaghani, A.R. Rahman, Shankar-Ehsaan-Loy, Pritam",23
India,2019,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Arijit Singh, Sachet-Parampara",24
India,2019,Yaad Piya Ki Aane Lagi,"Neha Kakkar, Tanishk Bagchi, Lalit Sen",25
India,2020,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar, Dhvani Bhanushali, Ikka, Tanishk Bagchi",1
India,2020,"Akh Lad Jaave (From ""Loveyatri"")","Badshah, Asees Kaur, Jubin Nautiyal, Tanishk Bagchi",2
India,2020,"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")","Darshan Raval, Rochak Kohli",3
India,2020,Kamariya,"Aastha Gill, Sachin Sanghvi, Jigar Saraiya, Divya Kumar",4
India,2020,Coca Cola Tu,"Tony Kakkar, Young Desi",5
India,2020,Ik Gal (feat. Sunny Brown),"Culture Shock, Sunny Brown",6
India,2020,"Husn Parcham (From ""Zero"")","Bhoomi Trivedi, Raja Kumari, Ajay-Atul",7
India,2020,Dil Chori,"Yo Yo Honey Singh, Simar Kaur, Ishers",8
India,2020,"Chogada (From ""Loveyatri"")","Darshan Raval, Asees Kaur, Lijo George-Dj Chetas",9
India,2020,Morni Banke,"Guru Randhawa, Neha Kakkar",10
India,2020,"Heer Badnaam (From ""Zero"")","Romy, Tanishk Bagchi",11
India,2020,"Tera Fitoor - From ""Genius""",Arijit Singh,12
India,2020,"Poster Lagwa Do (From ""Luka Chuppi"")","Mika Singh, Sunanda Sharma, Nikhita Gandhi, White Noise Studios, Dilip Sen- Sameer Sen",13
India,2020,Suit Suit,"Guru Randhawa, Arjun",14
India,2020,Lamberghini,"The Doorbeen, Ragini",15
India,2020,Kamariya,"Lijo George, Dj Chetas, Darshan Raval",16
India,2020,Kya Baat Ay,"Harrdy Sandhu, Jaani",17
India,2020,Makhna,Yo Yo Honey Singh,18
India,2020,"Chamma Chamma (From ""Fraud Saiyaan"")","Neha Kakkar, Romi, Arun, Ikka",19
India,2020,She Move It Like,Badshah,20
India,2020,"Morni Banke (From ""Badhaai Ho"")","Guru Randhawa, Neha Kakkar, Tanishk Bagchi, Panjabi MC",21
India,2020,"Photo (From ""Luka Chuppi"")","Karan Sehmbi, Tanishk Bagchi, Goldboy",22
India,2020,O Saathi,"Atif Aslam, Arko",23
India,2020,Illegal Weapon,"Garry Sandhu, Jasmine Sandlas",24
India,2020,High Rated,"Sullee J, Guru Randhawa",25
India,2023,Maan Meri Jaan,King,1
India,2023,Kahani Suno 2.0,Kaifi Khalil,2
India,2023,Kesariya,"Pritam, Arijit Singh, Amitabh Bhattacharya",3
India,2023,Malang Sajna,"Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",4
India,2023,Cheques,Shubh,5
India,2023,Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Dulquer Salmaan",6
India,2023,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",7
India,2023,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",8
India,2023,Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",9
India,2023,Daku,"Chani Nattan, Inderpal Moga",10
India,2023,Jhoome Jo Pathaan,"Vishal-Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar",11
India,2023,No Love,Shubh,12
India,2023,Tu Aake Dekhle,King,13
India,2023,Mi Amor,"Sharn, 40k, The Paul",14
India,2023,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar",15
